Customer_Id,Cluster,Session_Frequency,Duration,Total_Data_Volume
33601159679.0,2,1,86399.0,584681777.0
33601160415.0,1,2,305902.0,1084507475.0
33601162249.0,2,1,86399.0,903544558.0
33601165886.0,0,1,97413.0,177275410.0
33601167084.0,0,1,22279.0,299190812.0
33601168767.0,3,1,153537.0,475918445.0
33601171014.0,2,1,96830.0,741591222.0
33601173078.0,0,1,124010.0,553241501.0
33601177555.0,0,1,17723.0,392195687.0
33601180416.0,1,3,133785.0,1589874262.0
33601181017.0,2,1,19824.0,827748554.0
33601181504.0,2,1,38870.0,534331423.0
33601182119.0,2,1,26482.0,756680328.0
33601182120.0,1,2,263235.0,954616231.0
33601183595.0,2,1,104808.0,787705056.0
33601184331.0,1,2,44857.0,1411749025.0
33601190313.0,2,1,55742.0,615411712.0
33601192287.0,1,2,60455.0,1593788012.0
33601193699.0,0,1,126825.0,205434854.0
33601193938.0,0,1,35999.0,251747623.0
33601195287.0,0,1,124862.0,396220624.0
33601195926.0,0,1,92864.0,578357828.0
33601197336.0,0,1,92873.0,311497910.0
33601197692.0,2,1,97644.0,642643911.0
33601198480.0,2,1,57947.0,699222101.0
33601205909.0,1,2,48465.0,1126198437.0
33601208807.0,2,1,103359.0,704296528.0
33601209114.0,3,1,151579.0,903438457.0
33601212056.0,1,2,201932.0,994865033.0
33601214940.0,2,1,16778.0,680465109.0
33601219035.0,0,1,58646.0,244515262.0
33601220346.0,0,1,31416.0,487817858.0
33601222513.0,3,1,158946.0,363426291.0
33601224036.0,0,1,17281.0,93126515.0
33601224236.0,1,2,28885.0,877939510.0
33601224765.0,2,1,105309.0,832513137.0
33601226817.0,2,1,86399.0,865482964.0
33601231383.0,1,3,179066.0,1523764879.0
33601233494.0,0,2,64197.0,413858392.0
33601236188.0,3,1,168200.0,379137921.0
33601240612.0,0,1,85670.0,546265833.0
33601241477.0,0,1,129298.0,110823269.0
33601247220.0,1,3,373954.0,1476088179.0
33601247626.0,2,1,30651.0,850022647.0
33601250979.0,1,2,83965.0,632744673.0
33601251502.0,2,1,86399.0,785531969.0
33601252842.0,1,2,363613.0,782198975.0
33601260742.0,0,1,54401.0,408004436.0
33601262575.0,1,2,377137.0,1265959811.0
33601263919.0,1,2,191237.0,521487633.0
33601265927.0,1,2,266805.0,657020868.0
33601267007.0,3,1,168731.0,717499703.0
33601269363.0,0,1,56079.0,395885422.0
33601270243.0,0,2,69868.0,478692120.0
33601270437.0,1,5,459818.0,1923160549.0
33601270534.0,1,2,200889.0,540815566.0
33601270786.0,0,1,105271.0,274050935.0
33601271397.0,1,2,146202.0,945337731.0
33601272761.0,0,1,134329.0,337566027.0
33601273162.0,1,2,265113.0,897087551.0
33601274467.0,2,1,86399.0,839343732.0
33601275704.0,0,1,86399.0,113076568.0
33601276954.0,2,1,86338.0,781258236.0
33601277255.0,0,1,86399.0,309108019.0
33601277922.0,0,1,106011.0,295017796.0
33601278242.0,1,2,208438.0,1155571633.0
33601279047.0,0,1,86400.0,502646416.0
33601280078.0,1,4,361104.0,1924095281.0
33601282028.0,2,1,86399.0,585267384.0
33601284498.0,0,1,70250.0,116225709.0
33601291883.0,1,2,90305.0,900663626.0
33601291927.0,1,2,198481.0,1309828860.0
33601293747.0,1,2,34850.0,1078981223.0
33601298492.0,1,2,78110.0,539408988.0
33601300481.0,0,1,86399.0,384279837.0
33601300905.0,0,1,84319.0,139978005.0
33601301311.0,0,1,95234.0,369139374.0
33601301821.0,3,1,170212.0,674308866.0
33601303618.0,0,1,71534.0,461662229.0
33601303858.0,0,1,100276.0,507047442.0
33601304615.0,1,2,147000.0,1045321374.0
33601305514.0,0,1,86399.0,320798954.0
33601307442.0,0,1,61045.0,132412641.0
33601309793.0,2,1,83808.0,898950713.0
33601312811.0,1,2,46871.0,1502292101.0
33601312891.0,0,1,86399.0,320207032.0
33601313822.0,2,1,25171.0,609992455.0
33601317710.0,0,1,65433.0,297541759.0
33601319229.0,2,1,86269.0,631014976.0
33601328063.0,2,1,86399.0,734820647.0
33601330095.0,1,2,414779.0,837073653.0
33601330951.0,1,2,78511.0,777494970.0
33601333913.0,2,1,86399.0,657697139.0
33601337151.0,1,2,247160.0,930514905.0
33601340380.0,3,1,178077.0,884850752.0
33601341116.0,3,1,180052.0,135076751.0
33601343095.0,1,2,68638.0,1341815131.0
33601343667.0,3,1,142702.0,341810587.0
33601346281.0,0,1,18650.0,97809692.0
33601351171.0,1,3,366762.0,1422400876.0
33601351282.0,2,1,108503.0,729772357.0
33601353061.0,1,2,24776.0,755379637.0
33601355962.0,3,1,154997.0,364327295.0
33601357127.0,0,1,86399.0,305731650.0
33601360181.0,0,1,76584.0,408551523.0
33601360834.0,0,1,56458.0,136720948.0
33601362104.0,0,1,49206.0,330681151.0
33601362210.0,0,1,86114.0,209196781.0
33601363187.0,2,1,21034.0,671374845.0
33601363518.0,1,2,106874.0,1074274542.0
33601364523.0,2,1,126703.0,834319685.0
33601364772.0,2,1,86522.0,773224633.0
33601371877.0,1,2,213916.0,767901353.0
33601372292.0,0,1,108792.0,538496574.0
33601372449.0,0,1,85527.0,252699578.0
33601380234.0,0,1,29177.0,406348602.0
33601382126.0,1,3,443108.0,2123433388.0
33601387862.0,1,2,169162.0,1175815353.0
33601388519.0,1,3,371377.0,1344887649.0
33601390589.0,2,1,42457.0,756735963.0
33601391067.0,0,1,122338.0,466891851.0
33601392786.0,3,1,178899.0,795750444.0
33601405938.0,3,1,224602.0,439914119.0
33601410728.0,3,1,139855.0,749940716.0
33601411182.0,2,1,86399.0,869424691.0
33601411727.0,2,1,90486.0,834312543.0
33601420682.0,0,1,81945.0,340299924.0
33601422923.0,0,1,57521.0,198859629.0
33601424222.0,2,1,86399.0,719585133.0
33601426355.0,1,3,302096.0,1756268473.0
33601430444.0,2,1,7898.0,611700074.0
33601434581.0,2,1,78345.0,575521301.0
33601435576.0,1,2,308979.0,887477527.0
33601437007.0,2,1,94356.0,752154443.0
33601437651.0,2,1,95536.0,644440869.0
33601440328.0,2,1,86399.0,839055617.0
33601441500.0,0,1,13853.0,122950839.0
33601442164.0,2,1,23032.0,911646172.0
33601442384.0,0,1,86399.0,229362571.0
33601444267.0,1,2,96275.0,1245717733.0
33601445219.0,0,1,19270.0,113531583.0
33601446659.0,0,1,22038.0,372915320.0
33601446891.0,2,1,97573.0,614294423.0
33601452051.0,3,1,153531.0,911876664.0
33601452176.0,3,1,175434.0,533923475.0
33601452818.0,3,1,160888.0,239270295.0
33601454787.0,0,1,44849.0,258856727.0
33601454898.0,0,1,13968.0,206499513.0
33601455942.0,1,4,441626.0,2591690933.0
33601461301.0,1,2,202182.0,1491254882.0
33601472860.0,3,1,130810.0,728558374.0
33601473101.0,2,1,86399.0,647412744.0
33601473815.0,1,2,47157.0,816830960.0
33601473844.0,3,1,154767.0,628441626.0
33601475725.0,0,1,86399.0,258506293.0
33601478390.0,0,1,47730.0,208369604.0
33601480020.0,2,1,63029.0,608218821.0
33601480690.0,2,1,94427.0,920784504.0
33601481713.0,0,1,34694.0,116841488.0
33601490353.0,2,1,86399.0,663408799.0
33601490499.0,0,1,70695.0,141736598.0
33601492395.0,1,3,259197.0,1516223538.0
33601492822.0,0,1,91971.0,325336012.0
33601492826.0,0,1,93748.0,225751000.0
33601492922.0,1,3,355301.0,1464454791.0
33601493120.0,2,1,129474.0,821022701.0
33601495885.0,1,2,184529.0,928795438.0
33601515588.0,1,2,203402.0,672715105.0
33601546226.0,1,2,245837.0,1700082194.0
33601591826.0,1,2,160301.0,1486021974.0
33601592050.0,3,1,166463.0,139901474.0
33601599283.0,0,1,88506.0,188330223.0
33601630499.0,2,1,29948.0,650378848.0
33601634400.0,2,1,18912.0,668164753.0
33601635229.0,3,1,135178.0,764300199.0
33601637227.0,3,1,166134.0,174653240.0
33601638892.0,1,2,52165.0,1193701021.0
33601640509.0,3,1,145241.0,489831919.0
33601640633.0,0,1,98472.0,588938487.0
33601643040.0,1,2,86799.0,1187412509.0
33601645914.0,3,1,219223.0,424622407.0
33601649904.0,0,1,40263.0,390112090.0
33601712373.0,0,1,38503.0,339616950.0
33601712551.0,2,1,52478.0,900610946.0
33601713789.0,1,2,120298.0,1587337140.0
33601714799.0,3,1,176022.0,178330679.0
33601717042.0,0,1,127918.0,334691441.0
33601718622.0,1,2,82590.0,1315473749.0
33601719194.0,1,2,176459.0,1335339310.0
33601720129.0,0,1,86780.0,437461975.0
33601722690.0,1,2,135348.0,891842854.0
33601723199.0,0,1,45168.0,346317918.0
33601726215.0,1,2,102294.0,838494582.0
33601728581.0,2,1,86149.0,636078842.0
33601728908.0,1,2,146442.0,921079874.0
33601730392.0,2,1,15573.0,770545876.0
33601732748.0,0,1,41563.0,243883884.0
33601736678.0,2,1,17357.0,868143871.0
33601744371.0,1,2,91605.0,1307441490.0
33601744789.0,0,1,84530.0,373583831.0
33601746755.0,2,1,23924.0,638700866.0
33601750273.0,0,1,49652.0,77619160.0
33601751417.0,1,2,41658.0,1147058634.0
33601754045.0,3,1,164069.0,223473111.0
33601756502.0,1,2,276398.0,1505997167.0
33601759499.0,3,1,187471.0,690936319.0
33601761539.0,0,1,80316.0,352702690.0
33601763446.0,2,1,21338.0,658536457.0
33601768566.0,1,3,70315.0,1737565846.0
33601769835.0,2,1,23792.0,853181352.0
33601772244.0,1,3,144628.0,2043186102.0
33601772284.0,1,4,264051.0,2088926160.0
33601772883.0,3,1,176137.0,839680355.0
33601776381.0,0,1,86399.0,270329964.0
33601776518.0,0,2,78044.0,318255709.0
33601776753.0,1,2,237126.0,1422684625.0
33601777397.0,0,1,35546.0,291004709.0
33601782461.0,0,1,86399.0,504967943.0
33601786477.0,0,1,98475.0,303815914.0
33601789532.0,1,2,169132.0,1132035517.0
33601790898.0,0,1,74955.0,312344192.0
33601792898.0,3,1,171136.0,189216613.0
33601795871.0,0,1,38070.0,260723899.0
33601796381.0,1,2,169838.0,756846030.0
33601797511.0,0,1,61154.0,400801226.0
33601798337.0,2,1,58191.0,637760757.0
33601807177.0,2,1,23187.0,661774305.0
33601811291.0,1,2,254065.0,1273499859.0
33601813096.0,2,1,65381.0,674162584.0
33601814229.0,3,1,165473.0,292814323.0
33601814847.0,0,1,111147.0,572663644.0
33601820084.0,2,1,28197.0,665641241.0
33601824800.0,0,1,99614.0,148093459.0
33601826191.0,3,1,130393.0,503347831.0
33601827854.0,0,1,12670.0,66544152.0
33601828791.0,1,2,218208.0,1439800734.0
33601828851.0,2,1,86399.0,684377450.0
33601830371.0,0,1,134931.0,199615689.0
33601834757.0,0,1,99068.0,380878947.0
33601835747.0,0,1,127884.0,322797185.0
33601836991.0,1,2,292303.0,947667251.0
33601839036.0,0,1,85325.0,302908850.0
33601840408.0,3,1,148750.0,378989988.0
33601845118.0,3,1,140448.0,515268402.0
33601846689.0,0,2,62734.0,460944937.0
33601858995.0,3,1,205093.0,775219388.0
33601860268.0,3,1,159678.0,203202202.0
33601860726.0,2,1,85747.0,777362628.0
33601865477.0,1,2,81912.0,1774381188.0
33601866208.0,1,3,141133.0,1432739669.0
33601869193.0,3,1,197741.0,388110340.0
33601869352.0,2,1,53083.0,844327131.0
33601869481.0,0,1,95152.0,512409371.0
33601880115.0,3,1,210269.0,189637856.0
33601904884.0,0,1,86399.0,549544496.0
33601907690.0,2,1,99252.0,792132617.0
33601909453.0,0,1,62667.0,244159764.0
33601909718.0,1,2,209542.0,487887892.0
33601911675.0,1,2,101646.0,1402001132.0
33601912417.0,0,1,102581.0,539596039.0
33601914036.0,3,1,139872.0,379181523.0
33601914572.0,1,2,325468.0,847371705.0
33601914719.0,1,2,172895.0,539049198.0
33601915809.0,3,1,174484.0,681995370.0
33601918631.0,1,2,228696.0,1029291793.0
33601919660.0,0,1,20743.0,384098833.0
33601921376.0,3,1,179289.0,742739844.0
33601921901.0,0,1,39403.0,122104573.0
33601925166.0,0,1,66867.0,424197423.0
33601926151.0,2,1,8420.0,494657434.0
33601926912.0,1,2,186012.0,1402429432.0
33601929332.0,0,1,127639.0,517203228.0
33601931467.0,3,1,146607.0,781831444.0
33601932873.0,1,4,414490.0,1937714650.0
33601936962.0,2,1,72396.0,790356298.0
33601941280.0,3,1,190979.0,633009481.0
33601941304.0,3,1,168158.0,413999952.0
33601941584.0,2,1,86399.0,816781377.0
33601948360.0,0,1,101637.0,195907652.0
33601949161.0,1,3,369413.0,885282187.0
33601949255.0,1,2,136896.0,710018289.0
33601950712.0,0,1,100857.0,553308450.0
33601950897.0,0,1,90092.0,94942554.0
33601951484.0,2,1,114977.0,677487090.0
33601953415.0,0,1,86399.0,126495007.0
33601953556.0,0,1,107837.0,183613054.0
33601956960.0,0,1,80392.0,448139447.0
33601958463.0,0,1,19912.0,376853626.0
33601959641.0,2,1,23393.0,692601647.0
33601960082.0,1,2,247142.0,889521576.0
33601962666.0,3,1,184723.0,867555902.0
33601962697.0,0,1,16137.0,312002528.0
33601964267.0,2,1,86400.0,815581373.0
33601964482.0,3,1,160277.0,916331296.0
33601964525.0,1,2,122763.0,1063869002.0
33601966123.0,3,1,124981.0,690246309.0
33601973059.0,1,2,202953.0,981478642.0
33601974265.0,0,1,23051.0,143723332.0
33601977723.0,0,1,86376.0,577273628.0
33601983313.0,0,1,108785.0,393708678.0
33601984328.0,0,1,104930.0,336013897.0
33601991490.0,2,1,86354.0,634033380.0
33601995311.0,1,2,174344.0,1202959160.0
33601996198.0,2,1,64915.0,777082556.0
33601998451.0,2,1,51373.0,603521757.0
33601999009.0,1,2,192087.0,1345489442.0
33601999297.0,0,1,60700.0,450015688.0
33602009419.0,0,1,34841.0,318153952.0
33602030025.0,2,1,27302.0,852740498.0
33602030494.0,0,1,123597.0,205925520.0
33602033337.0,1,2,86613.0,1417655965.0
33602040916.0,2,1,86399.0,671384827.0
33602044440.0,3,1,175969.0,168819097.0
33602044871.0,1,2,69870.0,937975767.0
33602054186.0,0,1,86399.0,133764933.0
33602062597.0,2,1,86399.0,794710195.0
33602063065.0,3,1,162500.0,619854706.0
33602067159.0,2,1,118044.0,785778788.0
33602067606.0,2,1,114735.0,652511212.0
33602071541.0,1,5,673590.0,2528733140.0
33602071841.0,0,1,146257.0,209265618.0
33602072101.0,3,1,182148.0,490814508.0
33602074737.0,1,2,161905.0,1215877287.0
33602076266.0,0,1,27190.0,120235970.0
33602077356.0,1,2,34737.0,935264811.0
33602078457.0,2,1,67515.0,820110302.0
33602079739.0,1,2,334500.0,1033180705.0
33602092648.0,1,2,179825.0,1188139904.0
33602093068.0,1,2,182274.0,879465364.0
33602101060.0,0,1,86344.0,265146261.0
33602108912.0,0,1,125088.0,501284396.0
33602110305.0,0,1,19727.0,399763568.0
33602114198.0,3,1,154762.0,569350255.0
33602120097.0,2,1,86399.0,734343356.0
33602131713.0,1,2,252032.0,1091965444.0
33602133096.0,2,1,45968.0,918503893.0
33602136504.0,1,3,646102.0,1850782395.0
33602138148.0,3,1,146053.0,691226245.0
33602141948.0,0,1,23973.0,478416527.0
33602147707.0,3,1,170867.0,866465305.0
33602148432.0,0,1,123008.0,440702229.0
33602149825.0,0,1,11555.0,144489234.0
33602150518.0,1,2,171143.0,991955766.0
33602154214.0,0,1,86399.0,155629544.0
33602157679.0,1,3,253422.0,1039310094.0
33602160260.0,2,1,30533.0,791689211.0
33602165721.0,0,1,26811.0,260124753.0
33602172456.0,2,1,17287.0,800183634.0
33602173494.0,1,2,166868.0,1558923922.0
33602180770.0,3,1,163476.0,338944160.0
33602183649.0,1,2,193458.0,1379758139.0
33602187527.0,1,3,351054.0,618687563.0
33602187656.0,0,1,87699.0,512124431.0
33602194307.0,0,1,37591.0,392173455.0
33602196121.0,2,1,40713.0,581141873.0
33602199184.0,2,1,11544.0,674297330.0
33602199434.0,2,1,87115.0,800918464.0
33602222701.0,0,1,91041.0,458997904.0
33602223444.0,1,3,279183.0,1329860205.0
33602231230.0,1,2,76155.0,1128928644.0
33602231441.0,1,3,207875.0,2039378262.0
33602232273.0,1,2,57967.0,1086147541.0
33602232326.0,1,2,234223.0,1120324295.0
33602235492.0,0,1,123090.0,227349485.0
33602238395.0,0,1,108154.0,180907120.0
33602239758.0,1,2,239845.0,1442090974.0
33602247296.0,0,1,43708.0,371037616.0
33602247890.0,1,2,30733.0,1175290989.0
33602249428.0,1,2,103241.0,1105751471.0
33602251060.0,0,1,86399.0,393477688.0
33602254467.0,2,1,25862.0,867423286.0
33602257509.0,2,1,86400.0,905431533.0
33602265323.0,1,3,50982.0,1430079530.0
33602265538.0,1,2,141731.0,1041018295.0
33602266519.0,2,1,113962.0,762822769.0
33602270344.0,0,1,16283.0,391530656.0
33602271877.0,1,3,313621.0,1307551435.0
33602276143.0,2,1,62481.0,736801133.0
33602280268.0,0,1,86400.0,101455070.0
33602283171.0,0,1,19564.0,197752378.0
33602284276.0,0,1,136546.0,140739315.0
33602285725.0,3,1,215007.0,361483810.0
33602291834.0,1,2,93503.0,938541068.0
33602294882.0,2,1,53793.0,577872689.0
33602295816.0,3,1,203407.0,306642819.0
33602298098.0,0,1,103779.0,135479588.0
33602299978.0,2,1,86400.0,860655879.0
33602301030.0,0,1,84520.0,121106501.0
33602310794.0,2,1,86397.0,612025933.0
33602311339.0,1,3,162449.0,1977919794.0
33602320856.0,3,1,156502.0,147830385.0
33602321846.0,0,1,109095.0,104323128.0
33602326502.0,0,2,45834.0,461355642.0
33602329448.0,2,1,96108.0,698975427.0
33602341517.0,1,3,299597.0,681833965.0
33602342160.0,1,2,90346.0,1040181538.0
33602345442.0,1,3,162524.0,2109443146.0
33602347004.0,2,1,24032.0,852248688.0
33602350256.0,3,1,177348.0,827335987.0
33602352871.0,3,1,138915.0,569281090.0
33602355878.0,1,2,300781.0,714152866.0
33602356219.0,2,1,36173.0,893656652.0
33602356719.0,2,1,13622.0,593928231.0
33602361672.0,1,2,328633.0,575558472.0
33602361709.0,0,1,119402.0,203186562.0
33602364241.0,1,2,77141.0,526431029.0
33602367464.0,0,1,39077.0,312131121.0
33602371606.0,3,1,191166.0,675605170.0
33602371614.0,1,2,132125.0,997391641.0
33602374931.0,2,1,27928.0,833990368.0
33602379934.0,2,1,136447.0,918708815.0
33602384332.0,2,1,76234.0,573980085.0
33602387152.0,2,1,8700.0,757975070.0
33602389144.0,0,1,86399.0,490460433.0
33602390278.0,1,2,67167.0,1152101179.0
33602391686.0,3,1,140095.0,614824748.0
33602392763.0,3,1,140295.0,740557728.0
33602397134.0,0,1,98886.0,547204531.0
33602397358.0,1,2,110837.0,669763410.0
33602500283.0,0,1,46687.0,155340112.0
33602500592.0,2,1,30794.0,801789900.0
33602500672.0,0,1,86399.0,469591151.0
33602500925.0,1,3,274549.0,1468622917.0
33602501798.0,0,1,86115.0,136829608.0
33602505608.0,2,1,33357.0,575948814.0
33602511716.0,1,2,172873.0,1061353820.0
33602514992.0,0,2,69333.0,441677358.0
33602517288.0,0,1,86399.0,492344891.0
33602517601.0,0,1,25412.0,81509500.0
33602523742.0,1,2,78562.0,1337944703.0
33602526217.0,1,2,71869.0,1010202499.0
33602534274.0,0,1,63757.0,223027271.0
33602601941.0,2,1,13419.0,598651745.0
33602603028.0,0,1,86400.0,303942434.0
33602603382.0,0,1,96311.0,466280262.0
33602606680.0,1,2,75168.0,743496469.0
33602606751.0,2,1,93346.0,847660154.0
33602609118.0,2,1,49273.0,664821263.0
33602609552.0,2,1,15508.0,505425882.0
33602609930.0,3,1,183132.0,324015526.0
33602610021.0,2,1,88138.0,863206567.0
33602610036.0,0,1,86399.0,125453221.0
33602610552.0,0,1,25247.0,263649980.0
33602611944.0,2,1,19610.0,762624339.0
33602612437.0,3,1,177344.0,439433714.0
33602617733.0,0,1,89053.0,139714298.0
33602618826.0,2,1,86399.0,682980314.0
33602621998.0,2,1,41802.0,650315903.0
33602623028.0,0,1,89594.0,218518383.0
33602623273.0,2,1,92748.0,902372097.0
33602625396.0,1,2,217810.0,814803572.0
33602629196.0,0,1,86399.0,119619168.0
33602629615.0,1,3,202029.0,2132625412.0
33602633466.0,0,1,86399.0,335403438.0
33602638208.0,2,1,67091.0,738789980.0
33602640881.0,0,1,96734.0,576796522.0
33602641627.0,0,1,21167.0,137090038.0
33602644734.0,0,1,51544.0,472238914.0
33602645021.0,3,1,160199.0,330112242.0
33602646120.0,1,2,188107.0,1022010496.0
33602652501.0,0,1,14209.0,383446743.0
33602652588.0,0,1,82802.0,401188193.0
33602660271.0,1,2,107846.0,534994061.0
33602662604.0,2,1,86399.0,869152925.0
33602663320.0,0,1,23934.0,294365381.0
33602664753.0,2,1,41851.0,593473728.0
33602667182.0,0,1,126305.0,475419924.0
33602669373.0,0,1,95972.0,183567263.0
33602669597.0,1,2,197767.0,791842096.0
33602670470.0,0,1,139830.0,80247863.0
33602670657.0,2,1,97693.0,797547407.0
33602670859.0,1,3,257614.0,2092990520.0
33602671269.0,0,1,29400.0,105498178.0
33602671343.0,1,2,189670.0,979809422.0
33602673873.0,1,2,272048.0,843042739.0
33602674980.0,3,1,162030.0,149184285.0
33602679954.0,2,1,15428.0,806307661.0
33602680779.0,3,1,124246.0,602218910.0
33602682883.0,0,1,86399.0,294324622.0
33602684883.0,0,1,98909.0,290730052.0
33602685655.0,3,1,177449.0,228024643.0
33602685779.0,3,1,174517.0,461582364.0
33602687441.0,2,1,25736.0,853159653.0
33602689205.0,0,1,81739.0,485490578.0
33602689861.0,1,2,298370.0,712727891.0
33602692219.0,0,1,35523.0,208645277.0
33602696721.0,0,1,86399.0,209550851.0
33602698306.0,3,1,183963.0,759808296.0
33602710089.0,3,1,120972.0,631665182.0
33602710784.0,3,1,144998.0,469098758.0
33602711821.0,2,1,31911.0,905927199.0
33602714469.0,1,2,180657.0,1206468078.0
33602714618.0,1,2,200205.0,1391824724.0
33602715471.0,2,1,86399.0,781534152.0
33602717212.0,0,1,62013.0,485362881.0
33602718097.0,0,1,34799.0,261282320.0
33602721470.0,1,2,144291.0,1402416135.0
33602722180.0,3,1,165031.0,345758305.0
33602725763.0,1,2,340509.0,1125830572.0
33602726085.0,0,1,80226.0,148179772.0
33602726117.0,0,1,23071.0,259037853.0
33602726528.0,2,1,18172.0,787396322.0
33602726541.0,0,1,29172.0,311107892.0
33602726932.0,2,1,15277.0,566844001.0
33602727465.0,3,1,161387.0,235825476.0
33602727669.0,0,1,73363.0,437450258.0
33602728398.0,3,1,162790.0,627215432.0
33602730981.0,0,1,86399.0,258636059.0
33602733650.0,3,1,165505.0,500765472.0
33602736771.0,3,1,162891.0,395627247.0
33602736975.0,3,1,138951.0,633449052.0
33602739355.0,3,1,170909.0,640428933.0
33603000709.0,0,1,35488.0,184229290.0
33603001280.0,0,1,97311.0,296545087.0
33603001780.0,2,1,132257.0,819778214.0
33603006821.0,1,2,120325.0,642463098.0
33603007878.0,2,1,135718.0,864013225.0
33603011920.0,0,1,109906.0,122304382.0
33603012925.0,3,1,135968.0,446771227.0
33603014830.0,1,2,317851.0,784493240.0
33603016176.0,0,1,23330.0,426925335.0
33603018244.0,0,1,20400.0,406248470.0
33603018542.0,3,1,127699.0,676313892.0
33603018703.0,2,1,49913.0,697771657.0
33603020030.0,3,1,217460.0,566463790.0
33603021300.0,0,1,34419.0,413398796.0
33603021500.0,0,1,62884.0,231035724.0
33603023889.0,1,2,184404.0,840866977.0
33603024254.0,0,1,30230.0,407509381.0
33603025287.0,1,2,225204.0,801475770.0
33603026783.0,1,2,178458.0,646995449.0
33603030845.0,2,1,79157.0,658239263.0
33603035696.0,0,1,17655.0,238413593.0
33603036250.0,2,1,55406.0,824743437.0
33603036896.0,3,1,161736.0,800382783.0
33603040225.0,3,1,145911.0,691334924.0
33603041500.0,0,1,98245.0,540765006.0
33603042784.0,0,1,86350.0,279633004.0
33603043645.0,1,2,172150.0,1177222165.0
33603048898.0,2,1,34409.0,765893298.0
33603052046.0,3,1,169812.0,692670411.0
33603052255.0,0,1,18479.0,430945757.0
33603052452.0,1,2,38828.0,1335453787.0
33603054122.0,2,1,18767.0,499288196.0
33603061060.0,1,2,102193.0,448589574.0
33603061562.0,2,1,86399.0,585316564.0
33603062998.0,1,4,231981.0,1677762509.0
33603066906.0,1,2,35217.0,1177079293.0
33603068127.0,1,2,155558.0,818268781.0
